report_id,equipment,report_text,failure_type,severity,action_taken
922,Cooling Unit CU-272,"A fault was detected on the cooling unit cu-272 because of insufficient heat dissipation. The chamber overheated while processing a high-temperature batch, resulting in the line operated at reduced capacity. Corrective work was completed: thermal insulation was repaired.",Thermal,High,thermal insulation was repaired
33,Gearbox GB-133,"Inspection found insufficient lubrication on the gearbox gb-133; unstable rotational speed during continuous operation, and operator intervention was required. Corrective work was completed: the shaft was realigned.",Mechanical,High,the shaft was realigned
453,Control Panel CP-303,"Maintenance personnel reported the drive reported an overload on the control panel cp-303 during continuous operation. Investigation identified a failed contactor, and the operator isolated the equipment. Corrective work was completed: the relay was replaced.",Electrical,Low,the relay was replaced
504,Air Receiver AR-104,"A fault was detected on the air receiver ar-104 because of a leaking hose. Airflow became restricted under continuous demand, resulting in the production line paused. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,Critical,the pipe fitting was tightened
956,Oil Cooler OC-306,"The oil cooler oc-306 developed a fault linked to low coolant level. Thermal reading fluctuated while operating at high pressure, so the unit was isolated for inspection. Corrective work was completed: the pressure valve was inspected.",Thermal,Low,the pressure valve was inspected
36,Fan F-136,"A fault was detected on the fan f-136 because of a worn bearing. Abnormal friction during startup, resulting in the unit was taken offline. Corrective work was completed: lubrication was restored.",Mechanical,High,lubrication was restored
432,Electrical Cabinet EC-282,"The electrical cabinet ec-282 developed a fault linked to a loose terminal. The unit failed to start while accelerating, so the motor tripped. Corrective work was completed: the motor winding was inspected.",Electrical,Medium,the motor winding was inspected
521,Compressed-Air Line AL-121,"Inspection found a blocked air passage on the compressed-air line al-121; airflow became restricted during repeated actuator cycles, and production efficiency decreased. Corrective work was completed: the control valve was replaced.",Pneumatic,High,the control valve was replaced
904,Cooling Unit CU-254,"The cooling unit cu-254 developed a fault linked to excessive fuel input. Steam temperature exceeded the target after a cooling-system restart, so an emergency alarm was triggered. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Low,the cooling circuit was cleaned
844,Industrial Furnace F-194,"The industrial furnace f-194 developed a fault linked to restricted coolant flow. Oil temperature increased rapidly during startup heating, so the equipment entered protection mode. Corrective work was completed: the temperature sensor was replaced.",Thermal,High,the temperature sensor was replaced
3,Rotary Feeder RF-103,"Maintenance personnel reported increased mechanical noise on the rotary feeder rf-103 under variable load. Investigation identified insufficient lubrication, and throughput dropped. Corrective work was completed: the rollers were replaced.",Mechanical,Medium,the rollers were replaced
462,Generator GEN-312,"A fault was detected on the generator gen-312 because of a failed contactor. Sparking was observed at peak operating speed, resulting in the operator isolated the equipment. Corrective work was completed: the cable termination was corrected.",Electrical,Low,the cable termination was corrected
614,Air Compressor AC-214,"The air compressor ac-214 developed a fault linked to excessive pressure loss. Pressure fluctuated during operation during repeated actuator cycles, so the unit entered a low-pressure condition. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Medium,the regulator was recalibrated
82,Pump P-182,"The pump p-182 developed a fault linked to excessive belt tension. Unstable rotational speed during inspection, so operator intervention was required. Corrective work was completed: the coupling was changed.",Mechanical,Medium,the coupling was changed
795,Heat Exchanger HX-145,"Inspection found excessive fuel input on the heat exchanger hx-145; steam temperature exceeded the target during peak production, and the line operated at reduced capacity. Corrective work was completed: the cooling passage was cleared.",Thermal,High,the cooling passage was cleared
874,Boiler B-224,"A fault was detected on the boiler b-224 because of poor thermal insulation. Surface temperature became excessive after a long operating cycle, resulting in production was interrupted. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
939,Hot-Air Oven O-289,"Inspection found a faulty temperature sensor on the hot-air oven o-289; heat transfer efficiency dropped during peak production, and the process was paused. Corrective work was completed: the cooling passage was cleared.",Thermal,Low,the cooling passage was cleared
642,Air Compressor AC-242,"The air compressor ac-242 developed a fault linked to a clogged air filter. The valve responded slowly when multiple actuators operated together, so production efficiency decreased. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Medium,the regulator was recalibrated
53,Pump P-153,"Inspection found a worn bearing on the pump p-153; unstable rotational speed under variable load, and the machine tripped. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
313,Servo Motor SM-163,"Maintenance personnel reported voltage became unstable on the servo motor sm-163 under maximum load. Investigation identified a loose terminal, and the line lost power. Corrective work was completed: the cable termination was corrected.",Electrical,Low,the cable termination was corrected
492,Distribution Board DB-342,"The distribution board db-342 developed a fault linked to an overheated electrical connection. Current exceeded its normal range during continuous operation, so the line lost power. Corrective work was completed: the electrical connection was replaced.",Electrical,High,the electrical connection was replaced
995,Thermal Reactor TR-345,"Inspection found a defective pressure valve on the thermal reactor tr-345; oil temperature increased rapidly during a routine temperature check, and the unit was isolated for inspection. Corrective work was completed: fuel input was adjusted.",Thermal,Medium,fuel input was adjusted
321,Starter ST-171,"Maintenance personnel reported the drive reported an overload on the starter st-171 during continuous operation. Investigation identified damaged motor winding, and the equipment remained unavailable. Corrective work was completed: insulation was repaired.",Electrical,High,insulation was repaired
141,Roller Assembly RA-241,"Inspection found insufficient lubrication on the roller assembly ra-241; abnormal friction during continuous operation, and the machine tripped. Corrective work was completed: the bearing was replaced.",Mechanical,High,the bearing was replaced
329,Power Supply PS-179,"Maintenance personnel reported voltage became unstable on the power supply ps-179 after a power fluctuation. Investigation identified a defective relay, and the drive entered fault mode. Corrective work was completed: the relay was replaced.",Electrical,Medium,the relay was replaced
905,Industrial Furnace F-255,"Maintenance personnel reported thermal reading fluctuated on the industrial furnace f-255 while processing a high-temperature batch. Investigation identified insufficient heat dissipation, and the process was paused. Corrective work was completed: the pressure valve was inspected.",Thermal,Critical,the pressure valve was inspected
989,Boiler B-339,"Maintenance personnel reported the chamber overheated on the boiler b-339 while operating at high pressure. Investigation identified excessive fuel input, and the process was paused. Corrective work was completed: the thermostat was replaced.",Thermal,High,the thermostat was replaced
428,Servo Motor SM-278,"The servo motor sm-278 developed a fault linked to insulation breakdown. The equipment shut down unexpectedly during production changeover, so production stopped. Corrective work was completed: the voltage supply was stabilized.",Electrical,Critical,the voltage supply was stabilized
856,Steam Generator SG-206,"The steam generator sg-206 developed a fault linked to a faulty temperature sensor. The unit could not maintain the set temperature during continuous heating, so the process temperature became unstable. Corrective work was completed: the pressure valve was inspected.",Thermal,High,the pressure valve was inspected
163,Agitator AG-263,"Maintenance personnel reported strong vibration on the agitator ag-263 under full load. Investigation identified a loose mounting bolt, and the machine tripped. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Critical,the rotating assembly was balanced
875,Thermal Reactor TR-225,"Inspection found uneven heat distribution on the thermal reactor tr-225; surface temperature became excessive under maximum thermal load, and an automatic shutdown occurred. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Medium,the cooling circuit was cleaned
943,Cooling Unit CU-293,"Inspection found a blocked cooling passage on the cooling unit cu-293; pressure increased unexpectedly under maximum thermal load, and operator intervention was required. Corrective work was completed: thermal insulation was repaired.",Thermal,Critical,thermal insulation was repaired
771,Steam Generator SG-121,"Inspection found low coolant level on the steam generator sg-121; thermal reading fluctuated after a cooling-system restart, and the line operated at reduced capacity. Corrective work was completed: the pressure valve was inspected.",Thermal,Medium,the pressure valve was inspected
881,Industrial Furnace F-231,"Maintenance personnel reported pressure increased unexpectedly on the industrial furnace f-231 during startup heating. Investigation identified a defective pressure valve, and the unit was isolated for inspection. Corrective work was completed: the pressure valve was inspected.",Thermal,Critical,the pressure valve was inspected
135,Agitator AG-235,"Maintenance personnel reported intermittent knocking on the agitator ag-235 after a long production cycle. Investigation identified shaft misalignment, and operator intervention was required. Corrective work was completed: the shaft was realigned.",Mechanical,Critical,the shaft was realigned
61,Mixer MX-161,"Inspection found excessive belt tension on the mixer mx-161; increased mechanical noise after recent maintenance, and the component required immediate attention. Corrective work was completed: the shaft was realigned.",Mechanical,Low,the shaft was realigned
918,Industrial Furnace F-268,"A fault was detected on the industrial furnace f-268 because of poor thermal insulation. The chamber overheated while processing a high-temperature batch, resulting in the equipment entered protection mode. Corrective work was completed: coolant was replenished.",Thermal,Low,coolant was replenished
779,Thermal Reactor TR-129,"Inspection found poor thermal insulation on the thermal reactor tr-129; temperature rose above the permitted limit during continuous heating, and the line operated at reduced capacity. Corrective work was completed: the cooling passage was cleared.",Thermal,Medium,the cooling passage was cleared
101,Coupling CP-201,"Inspection found roller damage on the coupling cp-201; belt tracking deviation after a scheduled restart, and the equipment was isolated. Corrective work was completed: damaged gears were replaced.",Mechanical,Medium,damaged gears were replaced
503,Air Manifold AM-103,"Maintenance personnel reported the cylinder failed to complete its stroke on the air manifold am-103 when multiple actuators operated together. Investigation identified a cracked air line, and the production cycle was delayed. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Critical,the pneumatic seal was renewed
999,Steam Generator SG-349,"Inspection found restricted coolant flow on the steam generator sg-349; thermal reading fluctuated during a routine temperature check, and the process temperature became unstable. Corrective work was completed: coolant was replenished.",Thermal,Medium,coolant was replenished
955,Heat Exchanger HX-305,"Inspection found a faulty temperature sensor on the heat exchanger hx-305; pressure increased unexpectedly during extended operation, and the process temperature became unstable. Corrective work was completed: the thermostat was replaced.",Thermal,High,the thermostat was replaced
871,Oil Cooler OC-221,"Inspection found excessive fuel input on the oil cooler oc-221; thermal reading fluctuated during startup heating, and the equipment entered protection mode. Corrective work was completed: heat distribution was recalibrated.",Thermal,Critical,heat distribution was recalibrated
803,Heat Exchanger HX-153,"Inspection found restricted coolant flow on the heat exchanger hx-153; oil temperature increased rapidly during a routine temperature check, and the line operated at reduced capacity. Corrective work was completed: coolant was replenished.",Thermal,High,coolant was replenished
942,Cooling Unit CU-292,"A fault was detected on the cooling unit cu-292 because of insufficient heat dissipation. Pressure increased unexpectedly after a long operating cycle, resulting in the process was paused. Corrective work was completed: the cooling passage was cleared.",Thermal,High,the cooling passage was cleared
691,Compressed-Air Line AL-291,"Maintenance personnel reported pressure could not be maintained on the compressed-air line al-291 during the morning shift. Investigation identified moisture accumulation, and the unit entered a low-pressure condition. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Low,the leaking hose was replaced
931,Cooling Unit CU-281,"Inspection found a blocked cooling passage on the cooling unit cu-281; heat transfer efficiency dropped during startup heating, and an automatic shutdown occurred. Corrective work was completed: coolant was replenished.",Thermal,Critical,coolant was replenished
932,Heat Exchanger HX-282,"The heat exchanger hx-282 developed a fault linked to uneven heat distribution. The unit could not maintain the set temperature after a cooling-system restart, so the process was paused. Corrective work was completed: coolant was replenished.",Thermal,Critical,coolant was replenished
51,Pump P-151,"Maintenance personnel reported strong vibration on the pump p-151 during inspection. Investigation identified shaft misalignment, and throughput dropped. Corrective work was completed: mounting hardware was tightened.",Mechanical,High,mounting hardware was tightened
138,Roller Assembly RA-238,"The roller assembly ra-238 developed a fault linked to seal deterioration. Increased mechanical noise while running at high speed, so the component required immediate attention. Corrective work was completed: damaged gears were replaced.",Mechanical,Critical,damaged gears were replaced
41,Coupling CP-141,"Inspection found a loose mounting bolt on the coupling cp-141; strong vibration after recent maintenance, and the equipment was isolated. Corrective work was completed: the shaft was realigned.",Mechanical,Medium,the shaft was realigned
890,Oil Cooler OC-240,"A fault was detected on the oil cooler oc-240 because of poor thermal insulation. Cooling performance deteriorated during peak production, resulting in the process was paused. Corrective work was completed: thermal insulation was repaired.",Thermal,High,thermal insulation was repaired
741,Pneumatic Cylinder PC-341,"Inspection found moisture accumulation on the pneumatic cylinder pc-341; the actuator moved slowly at maximum air consumption, and the production line paused. Corrective work was completed: the cracked air line was repaired.",Pneumatic,Low,the cracked air line was repaired
441,Generator GEN-291,"Maintenance personnel reported sparking was observed on the generator gen-291 during continuous operation. Investigation identified an overheated electrical connection, and production stopped. Corrective work was completed: the overload was corrected.",Electrical,Critical,the overload was corrected
980,Hot-Air Oven O-330,"The hot-air oven o-330 developed a fault linked to excessive fuel input. Thermal reading fluctuated after a cooling-system restart, so the process temperature became unstable. Corrective work was completed: thermal insulation was repaired.",Thermal,Medium,thermal insulation was repaired
328,Power Supply PS-178,"The power supply ps-178 developed a fault linked to poor cable termination. Sparking was observed during continuous operation, so the machine could not continue operation. Corrective work was completed: the cable termination was corrected.",Electrical,Low,the cable termination was corrected
278,Motor M-128,"A fault was detected on the motor m-128 because of poor cable termination. The drive reported an overload after a power fluctuation, resulting in the line lost power. Corrective work was completed: the cable termination was corrected.",Electrical,Critical,the cable termination was corrected
686,Pneumatic Valve PV-286,"The pneumatic valve pv-286 developed a fault linked to a cracked air line. The compressor cycled frequently when multiple actuators operated together, so the production cycle was delayed. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,High,the blocked passage was cleaned
414,Power Supply PS-264,"A fault was detected on the power supply ps-264 because of a failed contactor. Sparking was observed under maximum load, resulting in the line lost power. Corrective work was completed: the relay was replaced.",Electrical,High,the relay was replaced
111,Pump P-211,"Maintenance personnel reported belt tracking deviation on the pump p-211 under variable load. Investigation identified insufficient lubrication, and maintenance was requested. Corrective work was completed: lubrication was restored.",Mechanical,High,lubrication was restored
698,Pneumatic Valve PV-298,"The pneumatic valve pv-298 developed a fault linked to moisture accumulation. The actuator moved slowly after filter replacement, so machine speed was reduced. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,High,the blocked passage was cleaned
256,Power Supply PS-106,"The power supply ps-106 developed a fault linked to an overloaded circuit. Supply voltage dropped after the equipment was restarted, so production stopped. Corrective work was completed: the motor winding was inspected.",Electrical,Low,the motor winding was inspected
783,Process Heater PH-133,"Inspection found excessive fuel input on the process heater ph-133; steam temperature exceeded the target after a long operating cycle, and an automatic shutdown occurred. Corrective work was completed: the temperature sensor was replaced.",Thermal,High,the temperature sensor was replaced
866,Hot-Air Oven O-216,"A fault was detected on the hot-air oven o-216 because of insufficient heat dissipation. The unit could not maintain the set temperature under maximum thermal load, resulting in an emergency alarm was triggered. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
29,Shaft Assembly SA-129,"Inspection found an unbalanced rotating assembly on the shaft assembly sa-129; increased mechanical noise under variable load, and the equipment was isolated. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
640,Pneumatic Cylinder PC-240,"A fault was detected on the pneumatic cylinder pc-240 because of excessive pressure loss. The actuator moved slowly during automatic operation, resulting in cycle time increased. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Critical,the pressure circuit was inspected
759,Thermal Chamber TC-109,"Inspection found a faulty temperature sensor on the thermal chamber tc-109; the unit could not maintain the set temperature during continuous heating, and an automatic shutdown occurred. Corrective work was completed: heat dissipation was restored.",Thermal,Low,heat dissipation was restored
201,Mixer MX-301,"Inspection found gear tooth wear on the mixer mx-301; uneven rotation after a long production cycle, and the component required immediate attention. Corrective work was completed: the shaft was realigned.",Mechanical,Low,the shaft was realigned
953,Heat Exchanger HX-303,"Maintenance personnel reported pressure increased unexpectedly on the heat exchanger hx-303 while processing a high-temperature batch. Investigation identified poor thermal insulation, and the process was paused. Corrective work was completed: the pressure valve was inspected.",Thermal,Low,the pressure valve was inspected
140,Agitator AG-240,"A fault was detected on the agitator ag-240 because of a worn bearing. Uneven rotation while running at high speed, resulting in the machine tripped. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
882,Thermal Chamber TC-232,"A fault was detected on the thermal chamber tc-232 because of excessive fuel input. Cooling performance deteriorated during peak production, resulting in the equipment was taken offline. Corrective work was completed: the cooling passage was cleared.",Thermal,Critical,the cooling passage was cleared
878,Process Heater PH-228,"A fault was detected on the process heater ph-228 because of a defective pressure valve. The unit could not maintain the set temperature while operating at high pressure, resulting in production was interrupted. Corrective work was completed: heat dissipation was restored.",Thermal,Medium,heat dissipation was restored
651,Air Dryer AD-251,"Maintenance personnel reported the valve responded slowly on the air dryer ad-251 after filter replacement. Investigation identified a faulty pressure regulator, and production efficiency decreased. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Low,the moisture separator was serviced
626,Pressure Regulator PR-226,"The pressure regulator pr-226 developed a fault linked to a clogged air filter. The compressor cycled frequently during a pressure test, so production efficiency decreased. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Low,the leaking hose was replaced
806,Steam Generator SG-156,"A fault was detected on the steam generator sg-156 because of a faulty temperature sensor. Heat transfer efficiency dropped while processing a high-temperature batch, resulting in the process temperature became unstable. Corrective work was completed: coolant was replenished.",Thermal,Low,coolant was replenished
429,Variable Frequency Drive VFD-279,"Maintenance personnel reported voltage became unstable on the variable frequency drive vfd-279 after a power fluctuation. Investigation identified damaged motor winding, and production capacity was reduced. Corrective work was completed: the overload was corrected.",Electrical,Medium,the overload was corrected
959,Steam Generator SG-309,"Inspection found uneven heat distribution on the steam generator sg-309; heat transfer efficiency dropped after a cooling-system restart, and the equipment entered protection mode. Corrective work was completed: fuel input was adjusted.",Thermal,Medium,fuel input was adjusted
287,Generator GEN-137,"Inspection found insulation breakdown on the generator gen-137; intermittent power loss occurred during continuous operation, and the line lost power. Corrective work was completed: the motor winding was inspected.",Electrical,Medium,the motor winding was inspected
657,Air Compressor AC-257,"Inspection found a cracked air line on the air compressor ac-257; air leakage was audible after filter replacement, and production efficiency decreased. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Low,the regulator was recalibrated
756,Thermal Chamber TC-106,"The thermal chamber tc-106 developed a fault linked to a defective pressure valve. Surface temperature became excessive during continuous heating, so an emergency alarm was triggered. Corrective work was completed: heat distribution was recalibrated.",Thermal,Medium,heat distribution was recalibrated
693,Pneumatic Cylinder PC-293,"Inspection found moisture accumulation on the pneumatic cylinder pc-293; the pneumatic circuit became unstable during a pressure test, and operator intervention was required. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,Low,the pipe fitting was tightened
192,Agitator AG-292,"A fault was detected on the agitator ag-292 because of a worn bearing. Abnormal friction during peak production, resulting in the line operated at reduced speed. Corrective work was completed: the coupling was changed.",Mechanical,Low,the coupling was changed
976,Steam Generator SG-326,"The steam generator sg-326 developed a fault linked to poor thermal insulation. Steam temperature exceeded the target during extended operation, so the process temperature became unstable. Corrective work was completed: coolant was replenished.",Thermal,High,coolant was replenished
157,Roller Assembly RA-257,"Inspection found seal deterioration on the roller assembly ra-257; unstable rotational speed after a long production cycle, and production was stopped. Corrective work was completed: the coupling was changed.",Mechanical,High,the coupling was changed
493,Electrical Cabinet EC-343,"Maintenance personnel reported repeated electrical trips occurred on the electrical cabinet ec-343 during production changeover. Investigation identified a failed contactor, and the unit required electrical inspection. Corrective work was completed: the damaged cable was repaired.",Electrical,High,the damaged cable was repaired
497,Generator GEN-347,"Maintenance personnel reported current exceeded its normal range on the generator gen-347 during routine testing. Investigation identified insulation breakdown, and the operator isolated the equipment. Corrective work was completed: insulation was repaired.",Electrical,Critical,insulation was repaired
487,Starter ST-337,"Inspection found insulation breakdown on the starter st-337; current exceeded its normal range while accelerating, and the operator isolated the equipment. Corrective work was completed: the cable termination was corrected.",Electrical,Low,the cable termination was corrected
394,Control Panel CP-244,"A fault was detected on the control panel cp-244 because of voltage fluctuation. Motor temperature rose sharply while accelerating, resulting in the operator isolated the equipment. Corrective work was completed: the voltage supply was stabilized.",Electrical,Medium,the voltage supply was stabilized
168,Pump P-268,"A fault was detected on the pump p-268 because of insufficient lubrication. Increased bearing temperature during startup, resulting in throughput dropped. Corrective work was completed: belt tension was corrected.",Mechanical,Critical,belt tension was corrected
719,Air Manifold AM-319,"Maintenance personnel reported the compressor cycled frequently on the air manifold am-319 at maximum air consumption. Investigation identified a blocked air passage, and the pneumatic system was isolated. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,Critical,the blocked passage was cleaned
869,Boiler B-219,"Maintenance personnel reported the unit could not maintain the set temperature on the boiler b-219 after a long operating cycle. Investigation identified a malfunctioning thermostat, and an emergency alarm was triggered. Corrective work was completed: coolant was replenished.",Thermal,High,coolant was replenished
673,Air Dryer AD-273,"Inspection found a clogged air filter on the air dryer ad-273; system pressure fell below the target during automatic operation, and production efficiency decreased. Corrective work was completed: the control valve was replaced.",Pneumatic,High,the control valve was replaced
161,Gearbox GB-261,"Inspection found a loose mounting bolt on the gearbox gb-261; repeated mechanical impact while running at high speed, and the line operated at reduced speed. Corrective work was completed: the rotating assembly was balanced.",Mechanical,High,the rotating assembly was balanced
385,Power Supply PS-235,"Maintenance personnel reported intermittent power loss occurred on the power supply ps-235 during routine testing. Investigation identified a loose terminal, and an emergency stop was initiated. Corrective work was completed: insulation was repaired.",Electrical,Medium,insulation was repaired
404,Electrical Cabinet EC-254,"The electrical cabinet ec-254 developed a fault linked to a failed contactor. Supply voltage dropped during continuous operation, so production capacity was reduced. Corrective work was completed: the contactor was replaced.",Electrical,Medium,the contactor was replaced
449,Servo Motor SM-299,"Maintenance personnel reported motor temperature rose sharply on the servo motor sm-299 under maximum load. Investigation identified damaged motor winding, and the line lost power. Corrective work was completed: the contactor was replaced.",Electrical,Low,the contactor was replaced
458,Generator GEN-308,"A fault was detected on the generator gen-308 because of a short circuit. Voltage became unstable during startup, resulting in the machine could not continue operation. Corrective work was completed: the damaged cable was repaired.",Electrical,Low,the damaged cable was repaired
566,Air Receiver AR-166,"The air receiver ar-166 developed a fault linked to a clogged air filter. Airflow became restricted during a pressure test, so machine speed was reduced. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Medium,the leaking hose was replaced
396,Starter ST-246,"The starter st-246 developed a fault linked to an overloaded circuit. The unit failed to start during production changeover, so the drive entered fault mode. Corrective work was completed: the terminal was tightened.",Electrical,Medium,the terminal was tightened
703,Air Receiver AR-303,"Maintenance personnel reported the compressor cycled frequently on the air receiver ar-303 after filter replacement. Investigation identified moisture accumulation, and production efficiency decreased. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,High,the pressure circuit was inspected
116,Fan F-216,"A fault was detected on the fan f-216 because of a loose mounting bolt. Belt tracking deviation during continuous operation, resulting in operator intervention was required. Corrective work was completed: the coupling was changed.",Mechanical,High,the coupling was changed
533,Pressure Regulator PR-133,"Inspection found a loose pipe fitting on the pressure regulator pr-133; air leakage was audible under continuous demand, and production efficiency decreased. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,Critical,the blocked passage was cleaned
892,Steam Generator SG-242,"The steam generator sg-242 developed a fault linked to a blocked cooling passage. Cooling performance deteriorated after a long operating cycle, so the process temperature became unstable. Corrective work was completed: the cooling passage was cleared.",Thermal,High,the cooling passage was cleared
749,Pneumatic Cylinder PC-349,"Inspection found a leaking hose on the pneumatic cylinder pc-349; airflow became restricted after filter replacement, and the production cycle was delayed. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Low,the pressure circuit was inspected
721,Pneumatic Actuator PA-321,"Inspection found a loose pipe fitting on the pneumatic actuator pa-321; the valve responded slowly after filter replacement, and machine speed was reduced. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,Medium,the pipe fitting was tightened
154,Rotary Feeder RF-254,"The rotary feeder rf-254 developed a fault linked to excessive belt tension. Increased mechanical noise under variable load, so the line operated at reduced speed. Corrective work was completed: the seal was renewed.",Mechanical,Low,the seal was renewed
67,Rotary Feeder RF-167,"Maintenance personnel reported strong vibration on the rotary feeder rf-167 during peak production. Investigation identified shaft misalignment, and production was stopped. Corrective work was completed: the rollers were replaced.",Mechanical,Medium,the rollers were replaced
822,Thermal Reactor TR-172,"A fault was detected on the thermal reactor tr-172 because of a defective pressure valve. Pressure increased unexpectedly during startup heating, resulting in an emergency alarm was triggered. Corrective work was completed: heat dissipation was restored.",Thermal,Low,heat dissipation was restored
712,Pneumatic Cylinder PC-312,"A fault was detected on the pneumatic cylinder pc-312 because of a defective control valve. The compressor cycled frequently when multiple actuators operated together, resulting in the production cycle was delayed. Corrective work was completed: the control valve was replaced.",Pneumatic,Critical,the control valve was replaced
748,Pneumatic Cylinder PC-348,"A fault was detected on the pneumatic cylinder pc-348 because of a faulty pressure regulator. Air leakage was audible during automatic operation, resulting in the actuator stopped. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Critical,the moisture separator was serviced
124,Shaft Assembly SA-224,"A fault was detected on the shaft assembly sa-224 because of a loose mounting bolt. Unstable rotational speed after a scheduled restart, resulting in throughput dropped. Corrective work was completed: the rollers were replaced.",Mechanical,Critical,the rollers were replaced
834,Thermal Reactor TR-184,"A fault was detected on the thermal reactor tr-184 because of low coolant level. The unit could not maintain the set temperature during continuous heating, resulting in operator intervention was required. Corrective work was completed: thermal insulation was repaired.",Thermal,Low,thermal insulation was repaired
734,Pneumatic Valve PV-334,"The pneumatic valve pv-334 developed a fault linked to excessive pressure loss. Air leakage was audible during repeated actuator cycles, so the production line paused. Corrective work was completed: the moisture separator was serviced.",Pneumatic,High,the moisture separator was serviced
361,Variable Frequency Drive VFD-211,"Maintenance personnel reported current exceeded its normal range on the variable frequency drive vfd-211 after a power fluctuation. Investigation identified a defective relay, and production capacity was reduced. Corrective work was completed: the motor winding was inspected.",Electrical,Medium,the motor winding was inspected
314,Motor M-164,"A fault was detected on the motor m-164 because of a loose terminal. Supply voltage dropped at peak operating speed, resulting in production capacity was reduced. Corrective work was completed: the motor winding was inspected.",Electrical,Critical,the motor winding was inspected
216,Fan F-316,"A fault was detected on the fan f-316 because of roller damage. Intermittent knocking during startup, resulting in maintenance was requested. Corrective work was completed: the rotating assembly was balanced.",Mechanical,High,the rotating assembly was balanced
590,Pneumatic Cylinder PC-190,"The pneumatic cylinder pc-190 developed a fault linked to a faulty pressure regulator. The actuator moved slowly during repeated actuator cycles, so the unit entered a low-pressure condition. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Medium,the leaking hose was replaced
620,Pneumatic Valve PV-220,"A fault was detected on the pneumatic valve pv-220 because of a cracked air line. The compressor cycled frequently when multiple actuators operated together, resulting in the pneumatic system was isolated. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Low,the regulator was recalibrated
913,Heat Exchanger HX-263,"Maintenance personnel reported temperature rose above the permitted limit on the heat exchanger hx-263 while processing a high-temperature batch. Investigation identified poor thermal insulation, and an emergency alarm was triggered. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Low,the cooling circuit was cleaned
364,Variable Frequency Drive VFD-214,"The variable frequency drive vfd-214 developed a fault linked to poor cable termination. Motor temperature rose sharply after a power fluctuation, so the machine could not continue operation. Corrective work was completed: the terminal was tightened.",Electrical,Low,the terminal was tightened
807,Boiler B-157,"Inspection found a malfunctioning thermostat on the boiler b-157; the chamber overheated after a long operating cycle, and the process was paused. Corrective work was completed: heat distribution was recalibrated.",Thermal,Low,heat distribution was recalibrated
86,Rotary Feeder RF-186,"The rotary feeder rf-186 developed a fault linked to excessive belt tension. Shaft oscillation under full load, so maintenance was requested. Corrective work was completed: belt tension was corrected.",Mechanical,Low,belt tension was corrected
514,Air Filter Unit AF-114,"The air filter unit af-114 developed a fault linked to a cracked air line. The cylinder failed to complete its stroke at maximum air consumption, so production efficiency decreased. Corrective work was completed: the cracked air line was repaired.",Pneumatic,Low,the cracked air line was repaired
829,Cooling Unit CU-179,"Maintenance personnel reported heat transfer efficiency dropped on the cooling unit cu-179 during peak production. Investigation identified a faulty temperature sensor, and the unit was isolated for inspection. Corrective work was completed: coolant was replenished.",Thermal,Medium,coolant was replenished
246,Rotary Feeder RF-346,"The rotary feeder rf-346 developed a fault linked to a loose mounting bolt. Repeated mechanical impact during startup, so the component required immediate attention. Corrective work was completed: the shaft was realigned.",Mechanical,Low,the shaft was realigned
945,Oil Cooler OC-295,"Maintenance personnel reported pressure increased unexpectedly on the oil cooler oc-295 during continuous heating. Investigation identified insufficient heat dissipation, and the equipment entered protection mode. Corrective work was completed: the thermostat was replaced.",Thermal,Medium,the thermostat was replaced
